item_id,restaurent_name,item_name,description,cuisine,category,is_morning,is_afternoon,is_evening,is_sunny,is_rainy,portion_size,price
767,Atthas Restaurent,Chicken Mayo Wrap,"Tortilla wrap, seasoned chicken, fresh vegetable mix, mayo mix. Served warm.",International,Wrap,1,1,1,1,0,Regular,800
769,Atthas Restaurent,Chicken Kebab Wrap,"Tortilla wrap, grilled chicken kebab, fresh vegetable mix, mayo mix, American slice cheese. Served warm.",Middle Eastern,Wrap,1,1,1,1,0,Regular,800
774,Atthas Restaurent,Coffee Milkshake,"Chilled coffee-flavored milkshake, slightly bitter-sweet, served with milk and ice cream.",Western,Beverage,1,1,1,0,1,-,800
775,Atthas Restaurent,Mocha Milkshake,Cold blend of coffee and chocolate flavors with milk and ice cream.,Western,Beverage,1,1,1,0,1,-,900
776,Atthas Restaurent,Irish Milkshake,"Chilled milkshake with Irish cream flavor, sweet and creamy.",Western,Beverage,1,1,1,0,1,-,950
778,Atthas Restaurent,Green Mint Milkshake,Refreshing mint-flavored cold milkshake with sweet creamy taste.,Western,Beverage,1,1,1,0,1,-,950
779,Atthas Restaurent,Almond Milkshake,"Creamy almond-flavored milkshake, nutty and sweet, served chilled.",Western,Beverage,1,1,1,0,1,-,1000
780,Atthas Restaurent,Blueberry Milkshake,"Fruity blueberry-flavored sweet milkshake, served cold.",Western,Beverage,1,1,1,0,1,-,1050
781,Atthas Restaurent,Caramel Milkshake,Sweet caramel-flavored cold milkshake with creamy texture.,Western,Beverage,1,1,1,0,1,-,1050
782,Atthas Restaurent,Brownie Milkshake,"Cold chocolate milkshake blended with brownie pieces, rich and sweet.",Western,Beverage,1,1,1,0,1,-,1100
783,Atthas Restaurent,Whipping Cream - Addon,Freshly whipped cream topping for milkshakes.,Western,Add-on,0,1,1,0,1,-,300
784,Atthas Restaurent,Virgin Mojito,"Refreshing non-alcoholic mint and lime drink, served cold.",International,Beverage,0,1,1,1,1,-,750
786,Atthas Restaurent,Mango Mojito,"Tropical mango-flavored mint mojito, refreshing and cold.",International,Beverage,0,1,1,1,1,-,750
788,Atthas Restaurent,Raspberry Mojito,"Sweet and tangy raspberry-flavored mojito, served chilled.",International,Beverage,0,1,1,1,1,-,800
789,Atthas Restaurent,Blueberry Mojito,"Fruity blueberry-flavored refreshing mojito, served cold.",International,Beverage,0,1,1,1,1,-,800
791,Atthas Restaurent,Blue Hawaiian Mix Mojito,"Tropical blend of pineapple, coconut, and mint flavors, served cold.",International,Beverage,0,1,1,1,1,-,950
792,Atthas Restaurent,Lime and Mint Margarita - Virgin,"Non-alcoholic margarita with lime and mint, served cold.",Mexican,Beverage,0,1,1,1,1,-,850
793,Atthas Restaurent,Passion & Mint Margarita - Virgin,Sweet passionfruit and mint blend in a virgin margarita.,Mexican,Beverage,0,1,1,1,1,-,890
794,Atthas Restaurent,Strawberry & Mint Margarita - Virgin,"Fruity strawberry and mint non-alcoholic margarita, served chilled.",Mexican,Beverage,0,1,1,1,1,-,890
797,Atthas Restaurent,Water Melon Juice,"Fresh watermelon juice, juicy and cooling, served chilled",International,Beverage,1,1,1,1,1,-,600
801,Atthas Restaurent,Passion Fruit Juice,"Refreshing passion fruit juice, tangy-sweet, served chilled",International,Beverage,1,1,1,1,1,-,700
802,Atthas Restaurent,Mix Fruit Juice,"Blend of seasonal fruits, balanced sweetness and tang, served chilled",International,Beverage,1,1,1,1,1,-,700
805,Atthas Restaurent,Faluda With Ice Cream,"Sweet milk-based dessert drink with vermicelli, rose syrup, basil seeds, topped with ice cream",Indian,Dessert/Beverage,1,1,1,0,1,-,700
806,Atthas Restaurent,Vanilla Frappe,"Cold coffee shake with vanilla flavor, sweet and creamy",International,Beverage,0,1,1,0,1,-,650
807,Atthas Restaurent,Almond Frappe,"Cold coffee shake with almond flavor, nutty and sweet",International,Beverage,0,1,1,0,1,-,700
808,Atthas Restaurent,Irish Frappe,"Cold coffee shake with Irish cream flavor, sweet and creamy",International,Beverage,0,1,1,0,1,-,700
809,Atthas Restaurent,Caramel Frappe,"Cold coffee shake with caramel flavor, sweet and rich",International,Beverage,0,1,1,0,1,-,750
810,Atthas Restaurent,Mocha Frappe,"Cold coffee shake with chocolate flavor, sweet and creamy",International,Beverage,0,1,1,0,1,-,750
811,Atthas Restaurent,Hazelnut Frappe,"Cold coffee shake with hazelnut flavor, sweet and nutty",International,Beverage,0,1,1,0,1,-,750
812,Atthas Restaurent,Rotti,"Soft, plain flatbread served warm, light and mild in flavor",Sri Lankan,Side dish,1,1,1,1,0,-,200
813,Atthas Restaurent,Spicy Rotti,"Flatbread with added spices, served warm with a mild to medium heat",Sri Lankan,Side dish,1,1,1,1,0,-,250
814,Atthas Restaurent,Butter Rotti,"Soft flatbread infused with butter, rich and warm",Sri Lankan,Side dish,1,1,1,1,0,-,250
815,Atthas Restaurent,Garlic Butter Rotti,"Soft flatbread infused with garlic and butter, aromatic and savory",Sri Lankan,Side dish,1,1,1,1,0,-,300
816,Atthas Restaurent,Garlic Cheese Rotti,"Flatbread with garlic and melted cheese, served warm and hearty",Sri Lankan,Side dish,1,1,1,1,0,-,400
817,Atthas Restaurent,Egg Bullseye,"Fried egg with runny yolk, light breakfast-style dish",International,Side dish,1,1,1,1,0,-,150
818,Atthas Restaurent,Beef Kebab,"Grilled skewered beef, savory and tender, served hot",Middle Eastern,Side dish,0,1,1,1,0,-,700
819,Atthas Restaurent,Crispy Chicken Boneless,"Deep-fried boneless chicken pieces, crunchy exterior and tender inside",International,Side dish,0,1,1,1,0,-,600
820,Atthas Restaurent,Chicken Tikka Kebab - 1 Stick,"Grilled marinated chicken skewer, spiced and served hot",Indian,Side dish,0,1,1,1,0,-,700
821,Atthas Restaurent,Tangy BBQ Meatballs - Beef,"Beef meatballs in tangy BBQ sauce, hot and savory",International,Side dish,0,1,1,1,0,-,900
822,Atthas Restaurent,Tangy BBQ Meatballs - Chicken,"Chicken meatballs in tangy BBQ sauce, hot and savory",International,Side dish,0,1,1,1,0,-,900
823,Atthas Restaurent,Beef Keema,"Minced beef cooked with spices, rich and savory",Indian,Side dish,0,1,1,1,0,-,950
824,Atthas Restaurent,Devil Beef,Spicy stir-fried beef with vegetables,Chinese fusion,Main,0,1,1,1,0,-,950
825,Atthas Restaurent,Devil Chicken,Spicy stir-fried chicken with vegetables,Chinese fusion,Main,0,1,1,1,0,-,950
826,Atthas Restaurent,Devil Beef Meatballs,Spicy beef meatballs stir-fried with vegetables,Chinese fusion,Main,0,1,1,1,0,-,850
827,Atthas Restaurent,Devil Prawns,Spicy stir-fried prawns with vegetables,Chinese fusion,Main,0,1,1,1,0,-,1050
828,Atthas Restaurent,Devil Mix,Spicy stir-fried mix of meats/seafood with vegetables,Chinese fusion,Main,0,1,1,1,0,-,1050
830,Atthas Restaurent,Chopsuey,Stir-fried vegetables and/or meat in light savory sauce,Chinese,Main,0,1,1,1,0,-,850
831,Atthas Restaurent,Atthas Grilled Beef Steak Salads,"SKK Tenderloin Steak, seasoned with salt and pepper, served with vegetable salad; hearty and savory, served hot",Western,Main,0,1,1,1,0,-,1800
832,Atthas Restaurent,Atthas Grilled Chicken Salads,"Grilled marinated chicken breast served with vegetable salad; light and healthy, served hot",Western,Main,0,1,1,1,0,-,1600
833,Atthas Restaurent,Chicken Biriyani with Egg & Raita,"Chicken Basmathi Biriyani served with egg, raita, and coriander sauce; aromatic, mildly spiced, served hot",Indian,Main,0,1,1,1,0,Regular,1250
835,Atthas Restaurent,Chicken Biriyani with Chicken Tikka,"Chicken Basmathi Biriyani served with chicken tikka, egg, raita, and coriander sauce; richer and spicier, served hot",Indian,Main,0,1,1,1,0,Regular,1800
837,Atthas Restaurent,Chicken Biriyani Sawan - Pre Order Only,"Chicken Basmathi Biriyani Sawan served with deep fried full chicken, 6 eggs, raita, and coriander sauce; festive and hearty",Indian,Main,0,1,1,1,0,-,9000
838,Atthas Restaurent,Chicken String Hopper Biriyani Sawan - Pre Order Only,"Chicken String Hopper Biriyani Sawan served with deep fried full chicken, 6 eggs, raita, and coriander sauce; unique and hearty",Sri Lankan,Main,0,1,1,1,0,-,9000
840,Atthas Restaurent,Mozzarella Cheese,"Soft, stretchy mozzarella cheese, mild flavor, served as an add-on",Italian,Add-on,1,1,1,0,0,-,300
841,Atthas Restaurent,Honey Mustard,"Sweet and tangy honey mustard sauce, smooth texture",Western,Add-on,1,1,1,0,0,-,150
842,Atthas Restaurent,Thousand Island,Creamy and tangy Thousand Island sauce with a hint of sweetness,Western,Add-on,1,1,1,0,0,-,150
843,Atthas Restaurent,Garlic Dip,"Creamy dip infused with garlic flavor, smooth and savory",Western,Add-on,1,1,1,0,0,-,130
844,Atthas Restaurent,Sweet & Spicy Sauce,"Balanced sweet and spicy sauce, smooth texture",Japanese,Add-on,1,1,1,0,0,-,150
845,Atthas Restaurent,Spicy Mayo,Creamy mayonnaise blended with chili for a spicy kick,Japanese,Add-on,1,1,1,0,0,-,150
846,Atthas Restaurent,Chilli Paste,"Spicy chili paste with rich flavor, medium heat",Asian,Add-on,1,1,1,0,0,-,150
847,Atthas Restaurent,Single Espresso,"Strong, concentrated coffee shot, served hot",Italian,Beverage,1,1,1,0,1,-,300
848,Atthas Restaurent,Double Espresso,"Two shots of concentrated coffee, intense and aromatic",Italian,Beverage,1,1,1,0,1,-,400
851,Atthas Restaurent,Café Latte,"Espresso with more steamed milk, smooth and mild",Italian,Beverage,1,1,1,0,1,-,600
852,Atthas Restaurent,Caramel Latte,"Latte sweetened with caramel syrup, smooth and sweet",Italian,Beverage,1,1,1,0,1,-,700
853,Atthas Restaurent,Café Mocha - Chocolate Coffee,"Latte with chocolate syrup, rich and sweet",Italian,Beverage,1,1,1,0,1,-,700
854,Atthas Restaurent,Ice Latte,"Chilled espresso with milk over ice, refreshing",Italian,Beverage,0,1,1,1,0,-,600
855,Atthas Restaurent,Ice Mocha,"Iced coffee with chocolate flavor, creamy and sweet",Italian,Beverage,0,1,1,1,0,-,700
856,Atthas Restaurent,Cardamom Tea,"Aromatic tea infused with cardamom, served hot",South Asian,Beverage,1,1,1,0,1,-,380
857,Atthas Restaurent,Black Tea,"Strong brewed tea, served hot",South Asian,Beverage,1,1,1,0,1,-,200
858,Atthas Restaurent,Hot Milk,"Warm milk, plain, smooth texture",Western,Beverage,1,1,1,0,1,-,350
859,Atthas Restaurent,Black Tea with Milk,"Strong brewed tea with milk, large serving",South Asian,Beverage,1,1,1,0,1,L,350
860,Atthas Restaurent,Ice Tea,"Chilled tea served over ice, refreshing",Western,Beverage,0,1,1,1,0,L,360
862,Atthas Restaurent,Hazelnut Hot Chocolate,"Hot chocolate with hazelnut flavor, rich and nutty",Western,Beverage,1,1,1,0,1,-,900
874,Atthas Restaurent,Chicken Cheese Kottu,"Kottu Manda with egg, fried chicken breast, cheese wedges, fresh milk, and fresh vegetable mix. Served hot, rich and cheesy.",Sri Lankan,Main,0,1,1,0,1,Regular,1350
877,Atthas Restaurent,Beef Cheese Kottu,"Kottu Manda with egg, stewed beef, cheese wedges, fresh milk, and fresh vegetable mix. Served hot, rich and cheesy.",Sri Lankan,Main,0,1,1,0,1,Regular,1400
880,Atthas Restaurent,Crispy Chicken Kottu,"Kottu Manda with egg, fresh vegetable mix, spices, and crispy chicken breast. Served hot.",Sri Lankan,Main,0,1,1,0,1,Regular,1000
882,Atthas Restaurent,Mix Kottu,"Kottu Manda with egg, stewed beef, fried chicken breast, fried shrimp, fried sausage, fresh vegetable mix, and spices.",Sri Lankan,Main,0,1,1,0,1,Regular,1300
884,Atthas Restaurent,Chicken Chop Suey Rice,"Boiled Basmathi rice & egg, seasoned with salt and pepper, served with vegetables and chicken chop suey.",Asian,Main,0,1,1,0,1,Regular,1300
885,Atthas Restaurent,Chop Suey Rice,"Boiled Basmathi rice & egg, seasoned with salt and pepper, served with vegetables chop suey.",Asian,Main,0,1,1,0,1,Regular,1000
887,Atthas Restaurent,Potato Wedges,"Chunky potato wedges, seasoned and deep-fried, served hot",Western,Appetizer,0,1,1,0,1,-,700
888,Atthas Restaurent,Attha’s New York Chicken Strips,"Crispy fried seasoned chicken strips, served hot",Western,Appetizer,0,1,1,0,1,-,900
889,Atthas Restaurent,Battered Prawns,"Crispy battered deep-fried prawns, served hot",Western,Appetizer,0,1,1,0,1,-,950
890,Atthas Restaurent,Chicken & Chips,Fried chicken pieces served with crispy potato chips,Western,Appetizer/Main,0,1,1,0,1,-,1500
891,Atthas Restaurent,Calamari - Fried Cuttlefish,"Deep-fried battered cuttlefish rings, served hot",Western,Appetizer,0,1,1,0,1,-,1000
892,Atthas Restaurent,Crispy Chicken Wings - 4pc,"Spicy deep-fried chicken wings , served hot",Western,Appetizer,0,1,1,0,1,-,990
893,Atthas Restaurent,Extra Crispy Chicken Wing - 1pc,Single piece of spicy deep-fried chicken wing,Western,Appetizer,0,1,1,0,1,-,250
894,Atthas Restaurent,Kids Cheese Toast,"Toasted bread with melted cheese, served warm",Western,Kids Meal,1,1,0,0,1,-,600
895,Atthas Restaurent,Kids Egg Mayo Sandwich,Soft bread sandwich with boiled egg and mayonnaise filling,Western,Kids Meal,1,1,0,0,1,-,600
896,Atthas Restaurent,Kids Scrambled Egg Sandwich,Soft bread sandwich with scrambled egg filling,Western,Kids Meal,1,1,0,0,1,-,600
897,Atthas Restaurent,Kids Egg Cheese Fried Rice,"Fried rice with egg and cheese, mild seasoning",Asian,Kids Meal,1,1,0,1,0,-,600
898,Atthas Restaurent,Kids Mac & Cheese Pasta,Creamy macaroni pasta with melted cheese,Western,Kids Meal,1,1,0,0,1,-,600
899,Atthas Restaurent,Vegetable Submarine,"Submarine bun with fresh vegetable mix, lettuce, mayo mix, and American slice cheese",Western,Main,0,1,1,0,1,-,950
900,Atthas Restaurent,Attha’s Penne Arabiata,Penne pasta topped with marinara sauce and mozzarella cheese,Italian,Main,0,1,1,0,1,-,950
903,Atthas Restaurent,Veg Noodles,Noodles with fresh vegetable mix and spices,Asian,Main,0,1,1,1,0,-,850
906,Atthas Restaurent,Spicy Chicken Submarine,"Submarine Bun, Spicy Seasoned Grilled Chicken Mix, Lettuce and Cabbage Mix, Mayo Mix, American Slice Cheese. Medium-heavy, spicy, served hot.",Western,Main,0,1,1,0,1,Regular,1250
912,Atthas Restaurent,Crispy Prawns Submarine,"Submarine Bun, Deep Fried Prawns, Lettuce and Cabbage Mix, Mayo Mix, American Slice Cheese. Medium-heavy, seafood, served hot.",Western,Main,0,1,1,0,1,Regular,1400
914,Atthas Restaurent,French Fries - Addon,"Deep fried potato fries, crispy, served hot.",Western,Side dish,1,1,1,0,1,—,300
915,Atthas Restaurent,Tomato Chicken Pasta,"Penne Pasta, Chicken Breast, Topped with Marinara Sauce and Mozzarella Cheese. Medium-heavy, savory, served hot.",Italian,Main,0,1,1,0,1,—,1250
916,Atthas Restaurent,Spaghetti Meatballs - Beef/Chicken Marinara Sauce,"Spaghetti Pasta, Beef or Chicken Meatballs, Tossed with Marinara Sauce and Mozzarella Cheese. Heavy, savory, served hot.",Italian,Main,0,1,1,0,1,—,1250
917,Atthas Restaurent,Spicy Chow Mein Spaghetti - Beef/Chicken,"Spaghetti Pasta, Fresh Vegetable Mix, Chili Flakes, Soy and Tomato Sauce Mix, Beef or Chicken Meatballs/Chicken Breast. Medium-heavy, spicy, served hot.",Asian,Main,0,1,1,0,1,—,1300
918,Atthas Restaurent,Spicy Shrimps Pasta,"Penne Pasta, Pan Seared Shrimp, Chili Flakes, Marinara Sauce, Tomato Sauce Mix and Mozzarella Cheese. Medium-heavy, spicy, served hot.",Italian,Main,0,1,1,0,1,—,1300
919,Atthas Restaurent,Mac & Cheese Pasta,"Elbow Pasta, Cream and Cheese Sauce. Medium, creamy, served hot.",Western,Main,1,1,1,0,1,—,1500
920,Atthas Restaurent,Alfredo Cheesy Pasta - No Meat,"Penne Pasta, Cream and Herb Mix, Mozzarella Cheese. Medium, creamy, served hot.",Italian,Main,1,1,1,0,1,—,1500
921,Atthas Restaurent,Alfredo Cheesy Chicken Pasta,"Penne Pasta, Chicken Breast, Cream and Herb Mix, Mozzarella Cheese. Medium-heavy, creamy, served hot.",Italian,Main,0,1,1,0,1,—,1800
922,Atthas Restaurent,Alfredo Cheesy Shrimp Pasta,"Penne Pasta, Pan Seared Shrimp, Cream and Spicy Mix, Mozzarella Cheese. Medium-heavy, creamy-spicy, served hot.",Italian,Main,0,1,1,0,1,—,2100
923,Atthas Restaurent,Atthas Special Beef Cheese Steak,"Submarine bun, grilled minced beef, vegetable mix, cheddar cheese sauce; hearty and savory, served hot",American,Main,0,1,1,0,1,-,1900
926,Atthas Restaurent,Chicken 2 Patty Burger,"Burger bun, two grilled SKK chicken patties, pickled cucumber, lettuce, tomato, raw onion, mayo mix, two American slice cheese; rich, hearty, served hot",American,Main,0,1,1,0,1,-,990
928,Atthas Restaurent,Double Crispy Chicken Burger,"Burger bun, two deep fried chicken breasts, pickled cucumber, lettuce, tomato, mayo mix, two American slice cheese; extra crispy, filling, served hot",American,Main,0,1,1,0,1,-,1350
930,Atthas Restaurent,SKK Beef Burger,"Burger bun, grilled SKK beef patty, fresh vegetable mix, mayo mix, American slice cheese; juicy and savory, served hot",American,Main,0,1,1,0,1,-,900
932,Atthas Restaurent,Attha’s Smokehouse Beef Burger,"Burger bun, two grilled SKK beef patties, crispy onion rings, pickled cucumber, lettuce, tomato, mayo mix, two American slice cheese; smoky, hearty, served hot",American,Main,0,1,1,0,1,-,1500
934,Atthas Restaurent,Double Cheese Beef Burger,"Burger bun, two grilled SKK beef patties, pickled cucumber, lettuce, tomato, mayo mix, two American slice cheese; cheesy, rich, served hot",American,Main,0,1,1,0,1,-,1450
936,Atthas Restaurent,Crispy Prawn Burger,"Burger bun, deep fried prawns, pickled cucumber, lettuce, tomato, mayo mix, American slice cheese; crispy seafood flavor, served hot",American,Main,0,1,1,0,1,-,1500
938,Atthas Restaurent,Hybrid Burger - Chicken & Beef,"Burger bun, deep fried chicken breast, grilled SKK beef patty, pickled cucumber, lettuce, tomato, mayo mix, two American slice cheese; mixed meat, hearty, served hot",American,Main,0,1,1,0,1,-,1700
940,Atthas Restaurent,Beef Fillet Steak Burger,"Burger bun, grilled SKK beef fillet steak, lettuce, tomato, mayo mix, American slice cheese; premium cut beef, juicy, served hot",American,Main,0,1,1,0,1,-,1900
942,Atthas Restaurent,Chicken Mongolian Rice,"Boiled Basmathi Rice, Crispy Mongolian Chicken Breast, Fresh Vegetable Mix, Homemade Mongolian Sauce with Bullseye; hot, savory, medium spiced",Asian,Main,0,1,1,1,0,Regular,1500
944,Atthas Restaurent,Beef Mongolian Rice,"Boiled Basmathi Rice, Deep Fried Marinated Beef, Fresh Vegetable Mix, Homemade Mongolian Sauce with Bullseye; hot, savory, medium spiced",Asian,Main,0,1,1,1,0,Regular,1600
946,Atthas Restaurent,Mix Mongolian Rice,"Boiled Basmathi Rice, Stewed Beef, Fried Chicken Breast, Fried Prawns, Fried Sausage, Fresh Vegetable Mix, Homemade Mongolian Sauce with Bullseye; heavy, hot, mixed meats",Asian,Main,0,1,1,1,0,Regular,1800
948,Atthas Restaurent,Egg Mongolian Rice,"Boiled Basmathi Rice, Fresh Vegetable Mix, Homemade Mongolian Sauce with Bullseye; vegetarian-friendly, hot, light-medium",Asian,Main,0,1,1,1,0,—,1100
956,Atthas Restaurent,Crispy Chicken Fried Rice,"Boiled Basmathi Rice, Egg, Fresh Vegetable Mix, Crispy Chicken Breast, served with Dry Shrimp Chilli Paste",Asian,Main,0,1,1,1,0,Regular,1000
994,Atthas Restaurent,Lime & Mint Virgin Margarita,Cold non-alcoholic drink with lime and mint flavor,Western,Beverage,1,1,1,1,0,-,500
995,Atthas Restaurent,Passion & Mint Virgin Margarita,Cold non-alcoholic drink with passionfruit and mint flavor,Western,Beverage,1,1,1,1,0,-,600
1001,Lamori,Chicken Fried Rice / Noodles,"Fragrant short grain basmati or fresh Cantonese wheat noodles with fried chicken, served hot, savory and filling",Asian,Main,0,1,1,0,1,-,1650
1002,Lamori,Seafood Rice / Noodles,"Fragrant short grain basmati or fresh Cantonese wheat noodles with seafood mix, served hot",Asian,Main,0,1,1,0,1,-,1750
1003,Lamori,Egg Fried Rice / Noodles,"Fragrant short grain basmati or fresh Cantonese wheat noodles with egg, served hot, light and savory",Asian,Main,1,1,1,0,1,-,1250
1004,Lamori,Vegetable Fried Rice / Noodles,"Fragrant short grain basmati or fresh Cantonese wheat noodles with fresh vegetables, served hot, light vegetarian dish",Asian,Main,1,1,1,0,1,-,1550
1005,Lamori,Mix Fried Rice / Noodles,"Fragrant short grain basmati or fresh Cantonese wheat noodles with mixed meats and seafood, served hot",Asian,Main,0,1,1,0,1,-,1950
1007,Lamori,Chili Chicken,"Spicy stir-fried chicken with chili seasoning, served hot",Asian,Main,0,1,1,0,1,-,1750
1009,Lamori,Chicken Stew,"Stewed chicken with light seasoning, warm and savory",Asian,Main,0,1,1,1,0,-,1750
1010,Lamori,Hot Butter Chicken,"Deep-fried chicken coated with hot butter sauce, crispy outside",Asian,Main,0,1,1,0,1,-,1750
1011,Lamori,Pepper Chicken,"Spicy chicken with black pepper seasoning, served hot",Asian,Main,0,1,1,0,1,-,1750
1012,Lamori,Spicy Black Chicken Curry,"Rich black curry with spicy chicken, served hot",Asian,Main,0,1,1,0,1,-,1750
1013,Lamori,Pork Stew,"Slow-cooked pork with mild seasoning, savory",Asian,Main,0,1,1,1,0,-,1750
1014,Lamori,Chili Pork,"Spicy pork stir-fry with chili, served hot",Asian,Main,0,1,1,0,1,-,1750
1015,Lamori,Black Pork Curry,"Spicy black curry with pork, served hot",Asian,Main,0,1,1,0,1,-,1750
1016,Lamori,Kochchi Pork,"Spicy kochchi chili pork curry, very hot",Asian,Main,0,1,1,0,1,-,1750
1017,Lamori,Devilled Pork,Pork pieces in spicy devilled sauce,Asian,Main,0,1,1,0,1,-,1750
1019,Lamori,Hot Butter Cuttlefish,"Deep-fried cuttlefish coated in hot butter sauce, crispy",Asian,Main,0,1,1,0,1,-,1950
1020,Lamori,Buttered Prawns,Prawns cooked in buttery sauce,Asian,Main,0,1,1,0,1,-,1850
1022,Lamori,Fish Stew,Fish cooked in mild stew sauce,Asian,Main,0,1,1,1,0,-,1950
1023,Lamori,Fish Devilled,Spicy devilled fish pieces,Asian,Main,0,1,1,0,1,-,1950
1025,Lamori,Vegetable Chop-suey,Stir-fried vegetables with light seasoning,Asian,Main,1,1,1,1,0,-,1350
1026,Lamori,Boiled Vegetables,Lightly boiled vegetables,Asian,Side Dish,1,1,1,1,0,-,1150
1027,Lamori,Morning Glory,Stir-fried morning glory leaves,Asian,Side Dish,1,1,1,1,0,-,1050
1028,Lamori,Black Pork Curry with Coconut Sambal and Home-made Roast Paan,"Hearty and flavorful black pork curry served with spicy coconut sambal and freshly baked roast paan bread; served hot, mildly to moderately spicy",Sri Lankan,Main,0,1,1,1,0,-,1750
1029,Lamori,Nasi Goreng - Chicken & Seafood,"Indonesian-style fried rice with chicken and seafood, flavored with soy sauce and spices, served hot",Indonesian,Main,0,1,1,1,0,-,1950
1030,Lamori,Mix Chop-suey Rice,"Stir-fried rice with a mix of meats and vegetables in a light savory sauce, served hot",Asian Fusion,Main,0,1,1,1,0,-,1950
1032,Lamori,Aglio e Olio,"Pasta tossed with virgin olive oil and freshly chopped parsley; light, aromatic, served hot",Italian,Main,0,1,1,0,0,-,1750
1033,Lamori,Chicken Alfredo,Pasta in a creamy Parmesan cheese sauce with tender chicken pieces; rich and hearty,Italian,Main,0,1,1,0,1,-,2200
1034,Lamori,Chicken Arrabiata,"Pasta with spicy red sauce served with chicken; tangy, spicy, served hot",Italian,Main,0,1,1,1,0,-,2200
1035,Lamori,Seafood Napolitana,"Pasta with herby red sauce served with seafood; savory, aromatic, served hot",Italian,Main,0,1,1,1,0,-,2550
1038,Lamori,Mixed Kottu,"Ceylonese roti stir-fried with a mix of meats and vegetables; hearty, served hot",Sri Lankan,Main,0,1,1,1,0,-,1750
1039,Lamori,Add Cheese,Extra cheese topping for kottu dishes; creamy and rich,International,Add-on,0,1,1,0,1,-,450
1041,Lamori,Crumbed Chicken with Fries,Breaded deep-fried chicken served with French fries; hot and crispy,International,Side Dish,0,1,1,1,0,-,1950
1042,Lamori,Crumbed Fish with Fries,"Breaded deep-fried fish served with French fries; hot, light, and crispy",International,Side Dish,0,1,1,1,0,-,2350
1043,Lamori,Fried Chicken,"Deep-fried chicken pieces; crispy outside, juicy inside; served hot",International,Side Dish,0,1,1,1,0,250g,1650
1044,Lamori,Fried Pork,"Deep-fried pork pieces; savory, crispy outside, tender inside",International,Side Dish,0,1,1,1,0,250g,1650
1045,Lamori,Grilled Mullet with Vegetables,Grilled mullet fish served with seasonal vegetables; light and healthy,International,Main,0,1,1,1,0,-,2750
1046,Lamori,Mix Grilled Platter,Assorted grilled meats and seafood served with sides; hearty and flavorful,International,Main,0,1,1,1,0,-,4950
1047,Lamori,Home-made Fish Fingers,"Breaded deep-fried fish sticks; crispy outside, soft inside",International,Side Dish,0,1,1,1,0,250g,1850
1048,Lamori,Fresh Cut Fruits,"Seasonal fresh fruit platter; light, refreshing, served cold",International,Side Dish/Dessert,1,1,1,0,1,-,1650
1050,Lamori,Coca Cola Zero,"Sugar-free carbonated soft drink, served chilled",International,Beverage,0,1,1,1,0,-,300
1052,Lamori,Sprite Zero,"Sugar-free lemon-lime flavored carbonated soft drink, served chilled",International,Beverage,0,1,1,1,0,-,300
1055,Lamori,Tonic,"Quinine-flavored carbonated drink, served chilled",International,Beverage,0,1,1,1,0,-,300
1056,Lamori,Mix Fruit Cordial Jug,"Sweet mixed fruit flavored cordial drink, served chilled",International,Beverage,0,1,1,1,0,1000ml,1450
1057,Lamori,Black Currant Jug,"Sweet and tangy black currant flavored cordial drink, served chilled",International,Beverage,0,1,1,1,0,1000ml,1450
1058,Lamori,Red Bull,"Energy drink with caffeine and taurine, served chilled",International,Beverage,0,1,1,1,0,-,1000
1059,Lamori,Red Bull Sugar Free,"Sugar-free energy drink with caffeine and taurine, served chilled",International,Beverage,0,1,1,1,0,-,1000
1069,Lamori,Water Bottle,"Bottled drinking water, served chilled",International,Beverage,1,1,1,1,0,500ml,200
1071,Lamori,Jelly with Ice Cream,Light dessert of flavored jelly served with ice cream,International,Dessert,0,1,1,0,1,-,650
1072,Lamori,Watallapan,"Traditional Sri Lankan dessert made with coconut milk, jaggery, eggs, and spices",Sri Lankan,Dessert,0,1,1,0,1,-,650
1073,Lamori,Caramel Pudding,Creamy dessert with caramel topping,International,Dessert,0,1,1,0,1,-,650
1074,Lamori,Ice Cream 3 Scoops - Vanilla / Chocolate / Strawberry,"Three scoops of ice cream, choice of vanilla, chocolate, or strawberry flavors",International,Dessert,1,1,1,0,1,3 scoops,900
1075,Tango,Stir Fried Mixed Vegetables,"Combination of vegetables and garlic, light and savory, served hot",Asian,Main,0,1,1,1,0,-,1150
1076,Tango,Tofu with Mapo Sauce,"Tofu flavored with mapo sauce, mildly spicy, served hot",Chinese,Main,0,1,1,1,0,-,1260
1078,Tango,Chili & Garlic Kankung,"Stir fried Kang Kung flavored with chili and garlic, spicy and aromatic",Asian,Side Dish,0,1,1,1,0,-,1090
1080,Tango,Pan Fried Mixed Vegetables with Cashew Nuts,"Variety of pan fried vegetables served with cashew nuts, savory and nutty",Asian,Main,0,1,1,1,0,-,1420
1081,Tango,Spinach with Garlic,"Fresh spinach served with onion and garlic, light and healthy",Asian,Side Dish,1,1,1,1,0,-,1090
1082,Tango,Crispy Fried Mixed Vegetables,"Fried mixed vegetables, crispy texture, savory",Asian,Side Dish,0,1,1,1,0,-,1420
